"authorId","badges/0","badges/1","badges/2","externalSource","itemType","negativeFeedback","positiveFeedback","productId","productName","productUrl","rating","recommended","reviewId","submissionTime","text","title","userNickname"
"6046573393","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3",,"1128421482","2022-11-09","It is so sophisticated it has all sort of features. After 5 years with my old Sony set, I gave it to my kiddo and I was excited about this upgrade. This has way too many useless features for my needs. I need great noise canceling for calls and work meetings, and for it to stay on and not to distract me. If you get a break, put the set down for a little bit, it turns off, as a new is battery saving feature. I had to turn it back on and ask people to wait for my set to restart and link and all that. I know you can disable that from the phone app, but then it gas ding notifications as you walk or talk or change settings, and the adaptive noise canceling turns off. It was dependent on a phone app for location and settings. Way too complicated and distracting. It is a very cool gadget, but I just need reliable headphones. I went and returned then and got the Bose you turn on and off.","Too many features and distractions","And8"
"eu86u19np3izekrn3glw4ei2z","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1","false","1142874811","2023-07-06","These headphones were great, right until they suddenly stopped working. One day it was fine, and the next day when I turned it on, there was no sound on the right side. Factory resetting and connecting to different devices didn't help, nor did charging the headphones again or using it in wired mode. This is very disappointing for such an expensive product.","Warning - Stopped working after 8 months","DN93"
"b3lfu1jt08vjtvsxbqcwnl1tl","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","149078455","2022-09-03","There's not much to say about these. Some headphones have better soundstage and separation/clarity, some have better audio freq balance, some MAY have advanced noise cancelling which affects the audio less, and some MAY be more comfortable to the individual.

NONE have as good of a balance of all of these like the XM5's. The sound was muddy and very over bass heavy out of the box… but after spending 10 mins tweaking the eq from the “bright” preset, they honestly now sound phenomenal.

Battery life - not industry leading anymore, but still excellent.
App - excellent, and surprisingly user friendly considering the multitude of features.
Mic - one of the best for phone calls, probably won't be bettered for a long time and will continue to be serviceable for years.
Price - expensive, but absolutely worth it if you have the cash

10/10","The Best","MikeZ"
"6017245275","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1145078545","2023-08-22","I had these headphone for about 1 month now. Travelled by plane, did some yard work, listen to movies and used the to do chores around the house. The sound quality is pretty good and with the app, you can customize the sound level.  The automatic digital equalizer does a good job to find the proper equilibrium for your ear.  I wish, however, that there could be different sound settings for different application (like a receiver) so that for certain movies you could accentuate the voice to be clearer while other event, you could want more bass, etc..  Maybe with what the headphones are paired with, you could make the different automatic settings or have functions, on your headphones to change settings. The battery life seems to last a good amount of time. When you put on the headphone, a voice telling you how much % battery life could be a nice touch (or at least be optional on the app).  The noise cancellation is really good in most settings.  However, i did not notice that, when using my lawn more, it didn't do a good job in the noise cancellation. I was surprised by this since it is a steady sound that I would have believe the opposite sine wave could have been generated to cancel this noise, but that wasn't the case.  The weed wacker had a better outcome by cancelling the sound most of the time. if I moved my head a bit, the headphone had to adjust, but it did the job.  However, the lawn more, I didn't have any luck with it.  The airplane was great pure quietness.  One more thing.  I believe that there should be more padding on the top of the headphone.  During the first few times, I could feel the presence of the headphone.  After a while you get used to it and it doesn't bother you anymore. But, at first, it did bother me. I believe that if it had more cushioning or a "" GEL"" type of cushion, it might be better.","Great headphones but not perfect yet","CA Sunshine"
"2w0bhyso8hc6m7l4hf3kbv6om","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","155624816","2023-03-26","I bought this a month ago before my trip to Thailand.  Was so addicted to the sound from the music played that I had it on almost the whole trip.  The bass was solid and treb & vocal were crisp.  I did adjust the sound to my liking through the app though.  Noice Cancelling was also its strength","Fabulous Sound","Love Music"
"2df50qmtt17ajcajjhn241tt4","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","157090363","2023-05-23","Got about 2 weeks ago. I have a brain injury and have noise sensativities so got them mainly for that. They have helped heaps. Very controllable in hearing mode. And blocks out heaps When in cancellation mode. 

For how much they are I thought they might block out voices talking a bit better. Maybe I was expecting too much. 

Also the top of my ears touch the foam inside. And my ears don't poke much at all 
Can get a little bit itchy after a few hours

Other than that they are great.","Great product!","Dallascowboy23"
"6046504314","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1127892015","2022-10-30","I'm going to start by saying that these headphones rock. I love the minimalist design, no logos all over the place either. The noise canceling is great, I barely hear anything around me.

The bad thing is the app and features. I feel like I'm looking at an app from 2015. Take note from Samsung on their equalizer placement, the menu style needs work, and why are there 3 apps for one pair of headphones? The UI isn't very user friendly and setting up apps for 360 audio really sucks.","Awesome Sound; Headphone App Sucks","Axboh92"
"qg4qd84lq16jj35ing4grr7bl","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"1144088016","2023-08-02","Great sound quality and features. Easy to use noise cancelling when not listening to music. Very comfortable. My only small complaint is that it is not easy for me to know when I have turned off the unit. No voice prompt to tell me that, which would be helpful. And it does not seem to go off automatically if I do not turn it off when I put it in its case. It does not fold up like other Sony units, but I am ok with that. It fits nicely in the case and not necessary to fold it, which can be a hassle.  I recommend this great unit.","Great sound and noise cancelling","travel guy"
"af1b8v9d990ohdp09pq46rbpz","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","153006963","2023-01-01","Switched from Bose to Sony (WH-1000XM2) some years ago because of durability of Bose faux leather on headband and earpieces. Sony has performed much better in that regard and thought sound quality and noise cancelling superior. XM5 huge step up from XM2 automatic noise cancellation fabulous.","Great quality, fidelity","heartdoc"
"6014949852","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1127625641","2022-10-25","Have used for about a month - love the sound, love the fit, and love the user experience.  Take a bit of practice to learn the controls, but so well designed!  Especially love the quick attention mode - I put my hand over the right ear cup and music pauses and noise cancellation stops... until you remove your hand.","worth every penny","shalafarky"
"5ppvu7oloy7uzg1gvhq893j5t","VerifiedPurchaser","InternationalReview","VerifiedPurchaser","bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1145380595","2023-08-29","I am very happy so far with purchase of the Sony WH-1000XM5 headphones. Read several reviews on them and found compared with my experience using them, most were fairly accurate. This is a well built product, I have a larger head and find quite comfortable so far. I use a lot of Apple products and connects well with them. I was debating between and AirPod Max and for me i felt not only saving money but getting a much newer technology. It's really easy to setup in the Sony App.  These are well designed and surprisingly durable headphones. Great job Sony","Meant My Expectations","TorontoGuy2024"
"6045973039","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1125719278","2022-09-17","I bought these over a month ago and definitely have to say, they have the coolest features. Comparing to the AirPod Pro max headset … and the price of it —- to these Sony headphones- Sony wins , it’s definitely worth it. Beats apples price , beats the basic apple features. However my head is pretty small and I wish it had more shorter adjustable features ; it’s definitely better than the Beats Solo 3 pro with the head size adjustment, not slippery and is more sturdy . I’m not the biggest fan of the power button nor the case , but the headphones  alone, perform really well and the battery life is also a very nice plus !","The coolest features","Estefany"
"6026978016","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1120185435","2022-06-11","These headphones blow the AirPod Max headphones out of the water. They’re more comfortable and lighter than the last Sonys in this line-up. They also fixed the connectivity issue where it’s a breeze to connect to a different device.  Highly recommended and worth the price.","Awesome","Palto"
"himihzhkoecqusgx29eai7657","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","153485008","2023-01-14","I bought these about a month ago as a Christmas present to myself. And I still love them as much as when I bought them. I was an avid earbud user and I didn't really like the idea of big bulky headphones. I was going to buy a new pair of earbuds (Bose) but I didn't really like the designs and features. So I decided to buy these Sonys and I DEFINITELY don't regret it. The sound quality is amazing and the noise cancellation is really good Quality. I was going to get the WH-1000XM4's but I decided to get the 5's because I liked the more minimalist design. They really do live up too the hype. The ONLY flaw is the adjustability, the sliding adjustments would be better if they had something to lock the adjustment levels into place, the only reason I say that is if I wear my headphones for a long period of time I find sometimes they slide/adjust a little looser ( only a few centimetres) but still it is a little annoying. Other than that I love these so much and they are worth the money!!","I love these!!","Leila__22"
"9tsmlf95l8syh4uvedab58ios","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1134789277","2023-02-14","I needed sound proof headphones for work and I’m glad I bit the bullet and chose Sony. The sound is incredible, the fit is comfortable, the battery life is perfect, and the easy access functions are a dream. I only have one complaint: my greasy fingers leave marks all over the headpiece. I realize I’m a fan of hand creams and soft skin, but I am a bit disappointed how easily my fingers leave grease marks. The design of the headphones are beautiful too, wouldn’t change a thing except maybe the material it’s made from. Something I’ll consider next time","Amazing Headphones","Jcorndog"
"7fivsml4m22x23k7zc4012d3a","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","148933150","2022-08-30","Bought these for my birthday due to a change of position involving lots of travel. Couldn't be happier with them. Although they were quite expensive they feel top quality and sound amazing. The noise canceling is amazing and the ambient mode is unexpected good. 
I can't recommend these enough","WH-1000XM5","Rosscopico"
"ltp39bmp84hsuyd9uuc3n1eel","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","2","false","150247211","2022-10-12","Although the hardware of the device is good, the software and firmware issues have been extremely disappointing. I have had a myriad of connection issues and the android sony app leaves me wanting a lot more. Currently sending back my pair for review due to all the issues I have had. Overall I would not purchase again, as these issues have made them almost unusable.","Needs better firmware","TPez"
"9oimr4hpcryuobhzszxym9r7d","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","161058406","2023-11-08","I had read a lot of reviews before I bought the product. It is as good as most reviews say! It may be a bit difficult to understand the App if you are not technical but it isn't rocket science either. Lovely product. But don't try the headset controls if you are wearing a beanie!! :)","Great product","Sunwar"
"dujlri8v94rof8jqfzrd00sld","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","false","1143877507","2023-07-27","I've had mine for a couple of months now and I'm still finding my personal customizations.  The sound is amazing as is the noise cancelling.  Phone calls are clear and overall one of the best headphones I've purchased, and I've purchased plenty over 50 plus years!!","G8 sound, noise cancelling & custom features","TitaV"
"6007218817","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1142480860","2023-06-28","The WH1000XM5B headphones have high quality sound, excellent noise cancelling capability, and long battery life. The ability to switch between wired and Bluetooth use is great for gaming with a PS5 and PSVR2 headset. Overall a very versatile headphone that performs well in a variety of uses.","Excellent All Around Performance","Rud34sf"
"l2o5vsq84xucfla68bqt6prwh","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3","false","157877180","2023-06-22","For the price of these headphones, they are not loud enough even with the volume on headphones at max, volume on device at max and eq on device set to the loudest des eq setting. These headphones are just not loud enough for the price that I paid. Very underwhelming and unhappy. I bought these Sony headphones after having two Bose headphones and with that I would have bought another pair of Bose.","Not loud enough","Mic01"
"6iopxup07emkact78zwlj24je","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","149398584","2022-09-14","I bought it 2 weeks ago. I was amazed by how advanced the ANC had become! And after tuning the equalizer for a week or so, I'm now very satisfied with the sound quality. Equalizer is a game changer with this headphones. Also be aware it takes about a week to stop feeling pain wearing these for long hours.","Best ANC and Great Sound","Spiridon"
"ma9f570sz6hlx3j0qixe6ldzt","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1145080263","2023-08-22","The WH-1000XM5 Wireless Industry Leading Noise Canceling Headphones in Midnight Blue are truly exceptional. Their noise-canceling capabilities are nothing short of remarkable, providing an immersive listening experience by blocking out unwanted ambient sounds. The sleek midnight blue color adds a touch of elegance to the design, making them a stylish accessory as well. The sound quality is unparalleled, delivering rich and crisp audio across various genres. Comfort is another strong suit, as these headphones are designed for extended wear without causing discomfort. With intuitive touch controls and seamless connectivity, these headphones are a perfect companion for both work and leisure. Whether you're on a long flight, working in a noisy environment, or simply enjoying your favorite tunes, the WH-1000XM5 headphones will undoubtedly elevate your auditory experience.","Undoubtedly elevate your auditory experience.",
"la5zq741j6x0vquonwlzaj5hr","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","153192667","2023-01-06","Upgraded from my trusty XM3's which got me through working from home next to a building site during lockdown's. The XM5's are a clear step up in both sound quality and noise cancelling, with added benefit of being able to connect to two devices at once for seamless switching.","Great sound & NC","jakeu"
"af1b8v9d990ohdp09pq46rbpz","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","153006963","2023-01-01","Switched from Bose to Sony (WH-1000XM2) some years ago because of durability of Bose faux leather on headband and earpieces. Sony has performed much better in that regard and thought sound quality and noise cancelling superior. XM5 huge step up from XM2 automatic noise cancellation fabulous.","Great quality, fidelity","heartdoc"
"6026978016","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1120185435","2022-06-11","These headphones blow the AirPod Max headphones out of the water. They’re more comfortable and lighter than the last Sonys in this line-up. They also fixed the connectivity issue where it’s a breeze to connect to a different device.  Highly recommended and worth the price.","Awesome","Palto"
"m1o5oa5ig2hhi9twsr11nbvx4","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","159583789","2023-09-03","Great sound, though the sound deadening could be better, though in saying that, the app has an interesting 'default' where it can switch to ambient sound.

The battery life is great, with music playing and phone calls lasting days before needing a recharge.","Good, not great","HunterNZ"
"qhn4wxh8fejxhtryuie414tna","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","159585024","2023-09-04","Bought the product about 3 weeks ago.  Headphone was super easy to set up. Though pairing of the headphone is now limited to using Bluetooth, since NFC has been removed.

Headphone is extremely comfortable and light. Battery life and sound quality are exceptional. The Active Noise Cancelling feature lives up to it's promises.","Great product","amano8u"
"f4eaddlc879aupwc8b08fnqe4","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1","false","156002984","2023-04-09","We bought these earphones (black) together with a second pair (white). The sound is great but the sound, sometimes, suddening cuts out and we need to restore it. It is very annoying and we have everything to correct it, including re-initializing and even going back to factory settings.","FRUSTRATING","Kenjudy"
"iakba8pzh9ilqwzq5161kp8zm","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1134755128","2023-02-13","Battery: I wear my headphones the whole day (5-10 hours) listening to music and attending Zoom calls. These headphones last anywhere from 2-4 days depending on the use, and they charge really fast (one time, 50% in 30 minutes).
Sound: They sound great! Sometimes when Discord (which means this might be a problem with Discord) uses the headphone as input at the same time as output, everything sounds terrible. However, when I use my actual separate mic, the issue is fixed immediately.
Mic: do not use so I don't know
Hand motions: Very easy to use and handy, especially on mobile
Noise cancelling: The noise cancelling is so good I don't hear when people open my office door that is about 10 feet away from me. I wore them on the plane the other day and they worked great. The only problem is when the headphones don't completely cover your ears, the noise cancelling effect is useless on the plane. This presents a problem when I'm chewing, for example, because every time my jaw opens it creates a little space between ear and headphone. This is only a problem on the plane; otherwise chewing does not noticeably affect noise cancelling. Overall, I am very happy with the noise cancelling. These are my first noise-cancelling headphones, though, so I don't have much to compare them to.
Connection: Once paired, these headphones connect to my computer within 5 seconds of turning both devices on. Usually I use them while I'm sitting right in front of my computer, and I very rarely have problems with songs ""buffering"" or cutting out for a split second. Being further away, (15-50 feet is the range I've tried) this buffering is more common, sometimes happening more than every 10 seconds, but sometimes not happening at all.","Long-lasting, good noise-cancelling","HolyJoe"
"pqq6jhsliaa49h49hmzq28ham","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1142486304","2023-06-28","I am a retired live sound reinforcement engineer. These are the best sounding headphones I have ever owned. They are extremely comfortable and have notable features. You can customize your own EQ setting. The noise cancelling feature is outstanding. Swipe up or down for volume, skip tracks, pause, bass boost and the list go on. Battery life is extraordinary! I cannot think of anything that I dislike about them. I use them when I do my yardwork. I cannot hear any of my lawn tools. Lawn mower or weedeater. I look forward to doing my lawn work. LOL","Headphones","livesnd"
"mlky2h3qgx60ptcgreciso3v6","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","2","false","152534822","2022-12-17","I brought this and had good and not so good experiences. Should (music) good. 8D tracks are excellent. Use of it for video/talk calls not so good. I have had a litany of complain from people in this instance as muffled or to much background noise (I'm not using in noisy environments) premise was I could use it for both feature. Disappointed to pay so much money and not get the desired value.","Good and not so great","Me123"
"sww2o1g8hbgmlv64lvtgf9zwz","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","159585603","2023-09-04","I've had this for a couple of weeks now and the sound quality is phenomenal. The new vegan leather is really comfortable on the ears although it does get quite sweaty if you're working out. I think the mids and highs are very crisp and clear but the bass is ever so slightly lacking. Great headphones overall.","WH1000XM5","AshJogia"
"aflb2kwh0xpls11lt3iibamuh","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1121397188","2022-07-05","These are absolutely amazing. I recently took them on a trip and first of all the noise cancelling made it so I could barely hear anything of the plane engine while I was flying. The sound quality is crystal clear, and all of the smart functions are very very cool. I also like this case a lot compared to older ones (I also have a pair of h.ear MDR-100ABN) because it is flatter and has a nice compartment for the wires. Overall, it feels like Sony has thought through every aspect of how to make an excellent headphone and executed it.","My new go-to headphones","The_Scient1st"
"amwfcv5bup1na6h1c7ja1ppx3","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","158096262","2023-07-01","I was introduced to the wh1000mx4 headphones via a very good friend of mine we travel a lot and concur they are a must.  ( devastated l misplaced my wh1000mx4's ) 
 I couldn't last ten days without them they're amazing in sound quality and look and feel, I'm 
 Noisy or annoyances on flights, are just cancelled right out !
 Close your eyes you're solo on a desert island,  or dancing like nobody's around ; when your sport a pair of the new wh1000mx5's folks that know tech and SONY spot them and ask me "" how much better are they than the previous model ?"" 
 WOW Is all I reply wow, as well as making you feel as close to being alone with your thoughts that you can be with a busy lifestyle. 

 Research and Development at Sony, HEAR HEAR !

 im kinda glad the previous model was misplaced...

 Thanks team Sony","WORTH EVERY $$","Bergtech"
"6046504314","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1127892015","2022-10-30","I'm going to start by saying that these headphones rock. I love the minimalist design, no logos all over the place either. The noise canceling is great, I barely hear anything around me.

The bad thing is the app and features. I feel like I'm looking at an app from 2015. Take note from Samsung on their equalizer placement, the menu style needs work, and why are there 3 apps for one pair of headphones? The UI isn't very user friendly and setting up apps for 360 audio really sucks.","Awesome Sound; Headphone App Sucks","Axboh92"
"7g7s3oyn0qys8tkfjrvv87oor","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3","true","147198499","2022-07-14","Headset is great and sounds amazing but couple of things.

1. Connectivity with PC sucks and it decides to randomly switch off 
2. The APP is annoying it keeps asking me to switch on features I don't want to switch on.

I have used Bose for the longest time but if Sony can do a minimal APP and stable connection like that, it would be perfect.","Great headset but...","alimuzaffarkhan"
"kytkdwoo92z930tjzxxubq6ip","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","148276136","2022-08-10","I love them. Very light yet tight enough that when I run or work out they don't fall off. The sound system is immaculate. High quality sounds. The App is great and easy to navigate through. I really like how I can manually adjust the sound systems.  They ear-cushion are really soft like clouds that I fall asleep with them on every night. The touch panels are really easy to use too. I love how you slide up and down to adjust volume. The best Headphones I have ever bought.","Amazing headphones!","Nino"
"iltogs2k9pulgf9z1x6vdjj8q","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","2",,"154842431","2023-03-01","Long term review, I have been using these as my daily headphone for the last 7 months. My experience and review is based on my comparison to my old BOSE QC 35 II headphones.

Pros:
* Aesthetically pleasing headphone design.
* Awesome mids and bass.
* Earpad does not show any signs of wear after 7 months of usage.

Cons:
* Buggy firmware, the headphone will randomly crash for no reason (and yes I have updated to latest firmawre)
* Not as ""airy"" and comfortable as Bose QC 35
* Capactive touch awful to use - simple changing track commands, volume up/down now takes much long for a simple press due being a capactive sensor instead of physical button.
* For some reason sony does not have a function to permanently disable the speak-to-chat. Being capactive touch, it is quiet easy to reactive the speak-to-chat feature by touching the headphones. On most occasion it re-activated itself and you find yourself 'awaiting voice commands' instead of listening to your music.
* Prolong usage of these headphone cause uncomfort to my ears, after 3-4 hours of usage it becomes uncomfortable and if you're a sweat machine like myself this is problem exacerbated. The headphone are not ""airy"" or vented as the QC 35's
* Crap bluetooth firmware for switching in-between multiple connected bluetooth devices. For some reason the sony firmware does an awful job switching between multiple devices (Phone, laptop, PC). There is no quick way to switch between devices, you are forced to use the in-built app to switch devices, on the BOSE QC 35, its just a physical button that instantly switches between multiple devices.

At the price point sony is offering, I would not recommend this if your old headsets were similar to the BOSE QC 35 or if you have headphone that have physical buttons or not control by a mobile phone app!","Awful headphone","sudobede"
"sww2o1g8hbgmlv64lvtgf9zwz","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","159585603","2023-09-04","I've had this for a couple of weeks now and the sound quality is phenomenal. The new vegan leather is really comfortable on the ears although it does get quite sweaty if you're working out. I think the mids and highs are very crisp and clear but the bass is ever so slightly lacking. Great headphones overall.","WH1000XM5","AshJogia"
"7b896c1b9123f333c156d2877c0707585884cca8d397774551611603600bf5f80b787168dc0c52f0417290de4c4a6a95","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive","bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"351562278","2023-06-22","Awesome set of headphones. Honestly not an extreme audiophile or anything but am more sensitive than most but these sound pretty awesome after some EQing. All the controls are super streamlined and seamless. ANC is as good as it gets. In my first few days of using them, I got around 18 hours of use. I used them for around 5 hours straight and did not feel any discomfort (had bad comfort issues with other headphones in past cuz I got largish ears but these are amazing). Overall I give them a 9.5 outta 10.",,"WalmartCustomer"
"dqlzjla25b1orhq1bahgxdsn6","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"157214484","2023-05-27","I bought these for the excellent active noise cancellation.  I am not a happy flyer, but the first time I used them on a long-distance flight, I didn't notice that the plane had taken off! They also have very good sound, are easy to use and comfortable to  wear.","The ANC!","OldDave"
